113	SpriteWH	0	-2	18	129	5	7	1BPP	RAW	''q'
114	SpriteWH	0	0	35	129	4	5	1BPP	RAW	''r'
115	SpriteWH	0	0	52	129	4	5	1BPP	RAW	''s'
116	SpriteWH	0	0	69	127	4	7	1BPP	RAW	''t'
117	SpriteWH	0	0	86	129	5	5	1BPP	RAW	''u'
118	SpriteWH	0	0	103	129	5	5	1BPP	RAW	''v'
119	SpriteWH	0	0	120	129	5	5	1BPP	RAW	''w'
120	SpriteWH	0	0	137	129	5	5	1BPP	RAW	''x'
121	SpriteWH	0	-2	154	129	6	7	1BPP	RAW	''y'
122	SpriteWH	0	0	171	129	5	5	1BPP	RAW	''z'
123	SpriteWH	0	-2	188	127	4	9	1BPP	RAW	''{'
124	SpriteWH	0	-2	205	127	1	9	1BPP	RAW	''|'
125	SpriteWH	0	-2	222	127	4	9	1BPP	RAW	''}'
126	SpriteWH	0	1	239	131	6	2	1BPP	RAW	''~'
128	SpriteWH	0	-2	1	144	5	9	1BPP	RAW	''Ä'
129	SpriteWH	0	0	18	144	5	7	1BPP	RAW	''Å'
130	SpriteWH	0	0	35	143	5	8	1BPP	RAW	''Ç'
131	SpriteWH	0	0	52	143	5	8	1BPP	RAW	''É'
132	SpriteWH	0	0	69	144	5	7	1BPP	RAW	''Ñ'
133	SpriteWH	0	0	86	143	5	8	1BPP	RAW	''Ö'
134	SpriteWH	0	0	103	144	5	7	1BPP	RAW	''Ü'
135	SpriteWH	0	-2	120	146	5	7	1BPP	RAW	''á'
136	SpriteWH	0	0	137	143	5	8	1BPP	RAW	''à'
137	SpriteWH	0	0	154	144	5	7	1BPP	RAW	''â'
138	SpriteWH	0	0	171	143	5	8	1BPP	RAW	''ä'
139	SpriteWH	0	0	188	144	3	7	1BPP	RAW	''ã'
140	SpriteWH	0	0	205	143	3	8	1BPP	RAW	''å'
141	SpriteWH	0	0	222	143	3	8	1BPP	RAW	''ç'
142	SpriteWH	0	0	239	143	6	8	1BPP	RAW	''é'
143	SpriteWH	0	0	256	143	6	8	1BPP	RAW	''è'
144	SpriteWH	0	0	1	160	4	8	1BPP	RAW	''ê'
145	SpriteWH	0	0	18	163	6	5	1BPP	RAW	''ë'
146	SpriteWH	0	0	35	161	6	7	1BPP	RAW	''í'
147	SpriteWH	0	0	52	160	5	8	1BPP	RAW	''ì'
148	SpriteWH	0	0	69	161	5	7	1BPP	RAW	''î'
149	SpriteWH	0	0	86	160	5	8	1BPP	RAW	''ï'
150	SpriteWH	0	0	103	160	5	8	1BPP	RAW	''ñ'
151	SpriteWH	0	-1	120	161	5	8	1BPP	RAW	''ó'
152	SpriteWH	0	-2	137	161	6	9	1BPP	RAW	''ò'
153	SpriteWH	0	0	154	160	5	8	1BPP	RAW	''ô'
154	SpriteWH	0	0	171	160	5	8	1BPP	RAW	''ö'
155	SpriteWH	0	0	188	163	5	5	1BPP	RAW	''õ'
156	SpriteWH	0	0	205	161	4	7	1BPP	RAW	''ú'
157	SpriteWH	0	-1	222	162	7	7	1BPP	RAW	''ù'
158	SpriteWH	0	1	239	164	3	3	1BPP	RAW	''û'
160	SpriteWH	0	0	1	177	5	8	1BPP	RAW	''†'
161	SpriteWH	0	0	18	177	3	8	1BPP	RAW	''°'
162	SpriteWH	0	0	35	177	5	8	1BPP	RAW	''¢'
163	SpriteWH	0	0	52	177	5	8	1BPP	RAW	''£'
164	SpriteWH	0	0	69	177	5	8	1BPP	RAW	''§'
165	SpriteWH	0	0	86	177	5	8	1BPP	RAW	''•'
167	SpriteWH	0	4	120	177	4	4	1BPP	RAW	''ß'
168	SpriteWH	0	-1	137	179	4	7	1BPP	RAW	''®'
170	SpriteWH	0	2	171	180	5	3	1BPP	RAW	''™'
171	SpriteWH	0	0	188	178	6	7	1BPP	RAW	''´'
172	SpriteWH	0	0	205	178	6	7	1BPP	RAW	''¨'
173	SpriteWH	0	-2	222	180	1	7	1BPP	RAW	''≠'
174	SpriteWH	0	0	239	180	5	5	1BPP	RAW	''Æ'
175	SpriteWH	0	0	256	180	5	5	1BPP	RAW	''Ø'
181	SpriteWH	0	0	86	194	6	8	1BPP	RAW	''µ'
182	SpriteWH	0	0	103	194	6	8	1BPP	RAW	''∂'
183	SpriteWH	0	0	120	194	6	8	1BPP	RAW	''∑'
184	SpriteWH	0	-1	137	196	6	7	1BPP	RAW	''∏'
189	SpriteWH	0	-1	222	196	4	7	1BPP	RAW	''Ω'
190	SpriteWH	0	0	239	195	6	7	1BPP	RAW	''æ'
198	SpriteWH	0	0	103	211	5	8	1BPP	RAW	''∆'
199	SpriteWH	0	0	120	211	6	8	1BPP	RAW	''«'
207	SpriteWH	0	0	256	213	6	6	1BPP	RAW	''œ'
209	SpriteWH	0	0	18	229	5	7	1BPP	RAW	''—'
210	SpriteWH	0	0	35	228	4	8	1BPP	RAW	''“'
211	SpriteWH	0	0	52	228	4	8	1BPP	RAW	''”'
212	SpriteWH	0	0	69	228	4	8	1BPP	RAW	''‘'
214	SpriteWH	0	0	103	228	5	8	1BPP	RAW	''÷'
215	SpriteWH	0	0	120	228	5	8	1BPP	RAW	''◊'
216	SpriteWH	0	0	137	228	5	8	1BPP	RAW	''ÿ'
221	SpriteWH	0	-1	222	228	1	9	1BPP	RAW	''›'
224	SpriteWH	0	0	1	245	5	8	1BPP	RAW	''‡'
225	SpriteWH	0	0	18	245	5	8	1BPP	RAW	''·'
226	SpriteWH	0	0	35	245	5	8	1BPP	RAW	''‚'
227	SpriteWH	0	0	52	245	5	8	1BPP	RAW	''„'
228	SpriteWH	0	0	69	245	5	8	1BPP	RAW	''‰'
229	SpriteWH	0	0	86	245	5	8	1BPP	RAW	''Â'
230	SpriteWH	0	-2	103	248	5	7	1BPP	RAW	''Ê'
231	SpriteWH	0	-2	120	245	5	10	1BPP	RAW	''Á'
232	SpriteWH	0	-1	137	247	5	7	1BPP	RAW	''Ë'
233	SpriteWH	0	0	154	245	5	8	1BPP	RAW	''È'
234	SpriteWH	0	0	171	245	5	8	1BPP	RAW	''Í'
235	SpriteWH	0	0	188	245	5	8	1BPP	RAW	''Î'
236	SpriteWH	0	-2	205	245	6	10	1BPP	RAW	''Ï'
237	SpriteWH	0	0	222	245	5	8	1BPP	RAW	''Ì'
238	SpriteWH	0	7	239	245	6	1	1BPP	RAW	''Ó'
239	SpriteWH	0	5	256	245	1	3	1BPP	RAW	''Ô'
241	SpriteWH	0	0	18	264	5	6	1BPP	RAW	''Ò'
242	SpriteWH	0	-1	35	270	4	1	1BPP	RAW	''Ú'
244	SpriteWH	0	0	69	262	5	8	1BPP	RAW	''Ù'
245	SpriteWH	0	-1	86	263	4	8	1BPP	RAW	''ı'
246	SpriteWH	0	0	103	265	5	5	1BPP	RAW	''ˆ'
247	SpriteWH	0	5	120	262	3	3	1BPP	RAW	''˜'
248	SpriteWH	0	6	137	263	3	1	1BPP	RAW	''¯'
249	SpriteWH	0	2	154	266	2	2	1BPP	RAW	''˘'
250	SpriteWH	0	5	171	262	2	3	1BPP	RAW	''˙'
251	SpriteWH	0	5	188	262	3	3	1BPP	RAW	''˚'
252	SpriteWH	0	5	205	262	3	3	1BPP	RAW	''¸'
